-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
0.08841943,-0.18266936,-0.18590575,-0.859591,-0.37788263,-0.94576555,0
0.10451152,0.08718245,1.0313509,1.180601,-0.37788263,1.5529732,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
0.14889184,-0.16055036,0.039512128,1.0151914,1.8346004,1.0166583,0
-0.02947637,-0.26672155,2.5641923,0.2109296,-0.37788263,0.97094977,0
0.9360495,4.7498674,-0.005571449,1.3903166,-0.37788263,0.77592623,0
-0.029645761,-0.29326436,0.3100136,-0.859591,-0.37788263,-0.94576555,0
0.0045711226,-0.39501178,0.21984643,0.42233315,0.40534705,1.111123,0
0.11094836,-0.12073615,0.12967928,0.81518084,0.41387507,1.0410362,0
-0.37113705,-0.44367358,-0.14082217,-0.859591,-0.37788263,-0.94576555,0
-0.24629623,-0.43924975,-0.59165794,0.73711765,-0.37788263,0.6418476,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
0.7905431,1.9717212,-0.4113236,-0.859591,-0.37788263,-0.94576555,0
-0.048956275,-0.34192616,-0.005571449,0.35144332,0.42724335,1.2391071,0
0.12483838,-0.16939795,0.35509717,-0.859591,-0.37788263,-0.94576555,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
0.2588263,-0.19151695,-0.5014908,1.2671034,3.691013,1.4828864,1
0.41822276,-0.43924975,-0.5014908,-0.859591,-0.37788263,-0.94576555,0
0.22748904,-0.28441676,-0.32115647,0.7202391,-0.37788263,1.0044694,0
0.410092,0.36588186,-0.4113236,1.1869303,-0.37788263,1.2055874,0
-0.10248368,-0.45252118,-0.4113236,-0.859591,-0.37788263,-0.94576555,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
0.4338067,-0.38174036,-0.14082217,0.70040685,-0.37788263,0.8764853,0
0.20140289,-0.12515996,-0.0957386,0.7527303,0.97935987,1.226918,0
0.3279376,-0.20036456,-0.14082217,0.744713,-0.37788263,1.6017289,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
0.25272822,-0.18709315,0.039512128,1.1168846,0.35039222,1.5377368,0
-0.34538966,-0.29326436,1.4371029,0.38984197,0.23883626,0.9374301,0
-0.2381655,-0.41713077,0.76084936,0.23076187,0.9399136,0.83687115,0
0.42059422,-0.44809735,-0.23098932,-0.859591,-0.37788263,-0.94576555,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
0.38976514,-0.14285517,0.53543144,0.7653892,-0.37788263,0.90391046,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
0.39958978,0.46320546,0.0845957,0.76581115,0.7331333,0.8246822,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
-0.36215934,-0.33750236,1.0764344,0.052271444,-0.37788263,0.8947687,0
0.2781368,0.13142045,-0.36624002,-0.859591,-0.37788263,-0.94576555,0
0.1746392,-0.22690736,-0.0957386,-0.859591,-0.37788263,-0.94576555,0
0.21376841,-0.21363595,-0.23098932,-0.859591,-0.37788263,-0.94576555,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
0.2261339,0.08718245,0.8059329,0.8215103,0.5094616,1.0197055,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
0.39958978,0.19335364,-0.14082217,1.1616126,-0.37788263,1.226918,0
-0.15194571,-0.43482596,-0.18590575,-0.859591,-0.37788263,-0.94576555,0
0.70262945,1.1444707,0.12967928,0.49997437,0.27683377,0.81858766,0
-0.37706572,-0.33307856,1.2116851,0.061132673,0.45575798,0.8764853,0
-0.19378516,-0.13400754,0.21984643,-0.23128779,1.815865,0.785068,0
-0.14449252,-0.28441676,-0.14082217,4.0394015,1.2593364,1.1019812,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
-0.16939293,-0.42597836,-0.18590575,0.35144332,1.1248963,1.0776032,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
-0.40704784,-0.41713077,-0.32115647,-0.16968118,4.879209,1.3305243,0
1.660194,5.0683813,0.039512128,1.5675412,-0.37788263,1.0014222,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
1.4789462,4.922396,-0.2760729,-0.859591,-0.37788263,-0.94576555,0
0.17413102,0.05621584,-0.2760729,0.8814291,-0.37788263,1.263485,0
0.0638578,-0.45252118,0.3100136,0.4054546,-0.37788263,0.9922804,0
0.022187736,-0.40828314,0.21984643,0.6978751,-0.37788263,1.4249889,0
-0.019651722,-0.35519758,-0.2760729,1.4105709,-0.37788263,0.91609937,0
-0.20632006,-0.40385935,1.0313509,-0.859591,-0.37788263,-0.94576555,0
-0.05319104,-0.16939795,0.26492998,0.77425045,-0.37788263,1.0532253,0
-0.041333705,-0.38616416,1.0313509,1.2620398,0.19379239,0.7942097,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
0.11958728,-0.06765056,0.26492998,0.96877545,0.5193726,1.3000519,0
-0.031678446,-0.35962135,1.9781059,0.5147431,0.44614333,0.94961905,0
-0.3409855,-0.42597836,0.6255986,0.52529216,0.5474591,1.1873039,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
4.7873125,-0.27999297,-0.36624002,-0.859591,-0.37788263,-0.94576555,0
-0.05640946,-0.39501178,-0.005571449,0.92024964,-0.37788263,1.3305243,0
0.9826319,-0.44367358,-0.54657435,-0.859591,-0.37788263,-0.94576555,0
-0.7844499,-0.44367358,18.208193,-0.859591,-0.37788263,-0.94576555,0
0.25255883,-0.41270697,-0.45640722,1.3147852,4.471872,1.6443902,0
-0.22258157,-0.29326436,0.9862672,1.0945203,0.34061298,1.0075166,0
0.29812488,0.007554042,-0.14082217,1.306346,2.5348876,0.99837494,0
-0.2129263,-0.24017876,1.6625208,0.26072124,-0.37788263,0.95266634,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
-0.23799609,-0.39058796,1.3920193,0.6025114,0.48624817,1.0471308,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
0.026253108,-0.34192616,-0.14082217,-0.859591,-0.37788263,-0.94576555,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
-0.1897198,-0.43482596,-0.005571449,0.97552687,-0.37788263,1.6748626,0
-0.39688438,-0.39058796,1.4821866,-0.859591,-0.37788263,-0.94576555,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
0.06910891,-0.44809735,0.21984643,-0.859591,-0.37788263,-0.94576555,0
0.019138705,-0.32865477,-0.050655022,1.1282775,0.7175918,1.1690205,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
-0.061660565,-0.30211195,0.21984643,0.39321768,-0.37788263,1.2086346,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
0.43245158,0.72863346,0.12967928,-0.859591,-0.37788263,-0.94576555,0
-0.35656947,0.13142045,0.8059329,0.9037931,0.39085925,1.1476899,0
-0.7844499,-0.47021633,-0.59165794,-0.859591,-0.37788263,-0.94576555,0
-0.068944365,-0.36846897,-0.14082217,-0.859591,-0.37788263,-0.94576555,0
2.2642407,3.701427,-0.4113236,0.51727486,-0.37788263,0.34017062,0
-0.041672487,-0.25345016,0.039512128,1.2388319,0.75018936,0.99837494,0
-0.011690367,0.05621584,1.0313509,1.0244746,0.15931803,1.2543434,0
-0.7844499,-0.41713077,10.679235,-0.859591,-0.37788263,-0.94576555,0
